Ticket,Date,Location,Company Complaining About,Description
# 3804179 - Super Bowl Half - time show,2/4/2020 7:30:00 PM,"Humble, Texas 77346",,"What is to be said about the degraded spectacle that the NFL served up for its halftime show Sunday? It was a crotch - grabbing, half - time strip show, objectifying women. Besides the fact that millions of children were watching this, It was quite offensive even to adults! This was NOT family - friendly entertainment, nor was it, in the least, appropriate for prime - time television. Frankly, it was R - rated and reflects how degraded our culture has become. The solution: provide classy entertainment that all age levels can enjoy, not R - rated trash which makes it uncomfortable and embarrassing for children, parents, and grandparents to watch together as a family."
# 3804191 - Superbowl Halftime Show,2/4/2020 7:35:13 PM,"Pleasant Grove, Utah 84062",,"I have never felt more uncomfortable watching a show with my young children, two of which are boys. The outfits and dancing routines by the singers were completely inappropriate and not something I would ever want to subject young children to. The NFL and singers needs to be held accountable for exposing an unwitting public to their deplorable morals. I tune into prime time television with the expectation of being able to view family friendly content on a national television provider. The fines for the N FL need to be harsh and to send a message since they continually allow society to be exposed to the indecent morals of a few."
# 3804205 - Super Bowl halftime show,2/4/2020 7:39:14 PM,"Springville, Utah 84663",,The halftime show was obscene and not appropriate for prime time tv with children watching. Who could think a stripper pole show would be okay?
# 3804253 - Public inde cency on Fox,2/4/2020 8:00:49 PM,"Phoenix, Arizona 85053",,I was mortified to watch the Pepsi Super Bowl LIV Halftime Show. It was supposed to be a family friendly show on during prime time. I'm wondering if the FCC has any values left!? Since when is it appropriate to allow a woman to dance provocatively in barely any clothes on broadcast television?! You had better fine Fox.
# 3804263 - Super bowl half time,2/4/2020 8:03:47 PM,"Wall, Texas 76957",,Inappr
# 3804267 - NFL Halftime Show,2/4/2020 8:05:04 PM,"Edgewater, Maryland 21037",,"It is common knowledge that the NFLs Super Bowl is a Family event. The halftime show was a far cry from family friendly. There were moments that can equate to what would be viewed in softcore porn. Having to explain to 8 and 9 year old girls what they just saw, and furthermore to remove them from the room to do something else because the content is too explicit is 100% unacceptable"
# 3804298 - Super Bowl 2020 half time,2/4/2020 8:14:03 PM,"Knoxville, Tennessee 37934",,"I am writing to complain about the inappropriate performance during Prime Time, SuperBowl Halftime show. It is a time where families, church groups, all age groups are watching. These scantly clad women were dancing inappropriately w hich is damaging to the morals or our nation. Please contact the NFL to tell them to stop this type of indecent entertainment."
# 3804326 - Stripperbowl,2/4/202 0 8:28:33 PM,"West Jordan, Utah 84084",,The halftime show of the super bowl was indecent to say the least. That much graphic sexual content should be kep d under in and this performance deserved an R rating.
# 3804337 - Super Bowl halftime show,2/4/2020 8:30:57 PM,"Gilroy, California 95021",,The NFL should be heavily fined for what was aired during the recent Super Bowl game halftime.
# 3804339 - Sexually suggestive acts in the Super Bowl Halftime Show,2/4/2020 8:31:11 PM,"Provo, Utah 84604",,I found it very vulgar and offensive the way that Jennifer Lopez and Shakira danced on stage. From the revealing clothing to the pole dancing to grabbing crotches it was all deplorable. How is that acceptable in from of a broad national audience. I am sickened that I have to explain to my children what those women were doing. They may claim that it liberates women but that couldn't be further from the truth. Those sexual depictions only foster the lust of men and women alike.
# 3804357 - Super Bowl Halftime Show,2/4/2020 8:37:59 PM,"New Smyrna Beach, Florida 32169",,Absolutely horrified at the spectacle that was presented during the halftime show. Why is this ok for prime time? Stripper poles? Really? The NFL is over the top this time.
# 3804381 - Superbowl halftime show,2/4/2020 8:48:11 PM,"Elmwood, Illinois 61529",,"The show was vulger and consider that superbowl Sunday is known as the biggest sex trafficking day of the year, looks like NFL is promoting it! Really disappointed in the whole show!"
# 3804407 - Indecency complaint superbowl half - time 2020,2/4/2020 9:00:24 PM,"Newington, Connecticut 06111",AT&T,I wish to file a complaint about the indecency and vulgarity of the half - time show by Shakira and Jennifer Lopez's performance at the Superbowl and broadcasted on Fox Television. It was TOTALLY inappropriate to be aired on the public airways ESPECIALLY with children watching with their families during prime - time. I request that the FCC review the content for violating indecency laws over public airways. It went to far with pole dancing and the back up singers who emulated an orgy and actresses grabbing their crotch and emulating sex on public airwaves.
# 3804419 - Super Bowl Halftime Show,2/4/2020 9:05:11 PM,"Fort Worth, Texas 76244",,"far in standing up for women and treating them with honor and respect, seeing them as equal persons and not merely objects of fantasy. The network, NFL, artists and whoever else involved just gave the opposite message. should be honored, children should be protected."
# 3804444 - Sexual content - Super Bowl 2020 halftime show,2/4/2020 9:14:13 PM,"Hartland, Michigan 48353",,"All the information I was able to locate - indicated that t he Super Bowl is intended as a general audience/ family friendly program. ) However, on Feb 2, 2020 the halftime show was akin to a sadomasochistic burlesque show. From your own website and viewer ratings descriptions state that general audience programmin g includes children, and sexual content is punishable. Since there was no warning the NFL, the singers and all responsible for the entertainment segment should face strict consequences for their intentional extreme sexual displays on public television."
# 3804449 - Super Bowl Half Time Show,2/4/2020 9:18:56 PM,"Rochester, New York 14624",,"The performance by Jennifer Lopez during the Super Bowl Half Time Show appeared to pander to, titillate and shock the viewing audience, and is a violation of contemporary community standards for what should have been aired at that time, during a sporting event. Fox should be fined for this indecency and future performances should be reviewed by the FCC before airing."
# 3804451 - Super Bowl half - time strip show,2/4/2020 9:22:50 PM,"Cottonwood Heights, Utah 84121",Not Applicable,"The half - time show of the Super Bowl was despicable. Half naked women, grabbing their crotches, showing their naked butts, and crotch shots should never be on prime time TV on something promoted as family friendly. This has to be stopped. Why is the hal f - time show not previewed during rehearsal by proper authorities over this. This KEEPS on happening. Then to top it off, children in cages and children dancing around with half naked women. This is sexual exploitation, it is not demonstrating women empo werment, it is degrading women. FCC, you are responsible for protecting what's on prime time television. It's time for you to do your job and shut down these supposed entertainers and gain back control!"
# 3804464 - Inappropriate Super Bowl half time show,2/4/2020 9:37:12 PM,"Springfield, Tennessee 37172",,
# 3804466 - 2020 Super Bowl halftime show,2/4/2020 9:38:10 PM,"Flower Mound, Texas 75028",,The Super Bowl halftime show was vulgar and not fit to air on national TV.
# 3804468 - Super bowl halftime show 2020,2 /4/2020 9:40:38 PM,"Knoxville, Tennessee 37918",,Lewd and obscene Super Bowl halftime show should not be broadcast via public television. I do not want t o see this
# 3804473 - Superbowl halftime show,2/4/2020 9:42:22 PM,"Cabot, Arkansas 72023",,"Indecent,not kid friendly,borderline pornography. Why should crotch shots,stripper poles,and barely dressed women be considered empowering and acceptable on national TV?"
